steps,num_customers,num_products,num_retailers,num_customers_willing_to_share_info,learning_rate_gen_ai,learning_rate_customer,capacity_gen_ai,creativity_gen_ai,total_steps,LowSatisfaction,MediumSatisfaction,HighSatisfaction,Sales,Sales (Willing),Sales (Unwilling),Sold Products,Sold Products (Willing),Sold Products (Unwilling),Average Seller Rating,Average Satisfaction,Willing to Share Customers,Unwilling to Share Customers,Number of Products,mean_viewed_comments,mean_purchase_position,AIC Linear (Sum),AIC Quadratic (Sum),AIC Cubic (Sum),AIC Quartic (Sum),AIC Quartic (Minimum)
171,100,100,20,0,0.3,0.3,0.9,0.6129619453780989,1000,64,4,32,247.96692481238495,0,247.96692481238495,178,0,178,1.5497559812040713,1.4362507785789687,0,100,100,2.8,59.00900000000001,22.983599636581744,26.009004004806087,15.54369084593867,15.000480466227145,-79.07396863896179
172,100,100,20,0,0.3,0.3,0.9,0.6131289540903708,1000,64,4,32,282.1792791838722,0,282.1792791838722,171,0,171,1.5487559812040712,1.4370507785789681,0,100,100,2.73,57.44916666666667,40.74114795510161,37.344169535488646,34.31305205308567,37.222330840417925,-79.07396863896179
173,100,100,20,0,0.3,0.3,0.9,0.613045426484505,1000,63,5,32,294.18152453825996,0,294.18152453825996,191,0,191,1.5532559812040714,1.4366507785789682,0,100,100,2.74,55.31916666666667,44.840260186378316,35.87885968700587,27.284338241080974,28.87016115843869,-79.07396863896179
174,100,100,20,0,0.3,0.3,0.9,0.6129827676957591,1000,63,6,31,288.8439473908277,0,288.8439473908277,181,0,181,1.5557559812040704,1.4363507785789684,0,100,100,2.71,56.742666666666665,25.875661234362752,31.29155020527844,23.82920221657298,25.94897561700361,-79.07396863896179
175,100,100,20,0,0.3,0.3,0.9,0.6132748906465915,1000,62,8,30,316.6144853107638,0,316.6144853107638,184,0,184,1.5612559812040707,1.4377507785789683,0,100,100,2.73,57.567,31.580533557558795,33.9485072910887,18.21801605964876,17.494328318062003,-79.07396863896179
176,100,100,20,0,0.3,0.3,0.9,0.6137748382983995,1000,62,8,30,287.51463327346306,0,287.51463327346306,188,0,188,1.5577559812040704,1.4401507785789684,0,100,100,2.7,57.04933333333334,31.784333124461597,35.0613680019199,7.708812387145258,9.986019535656908,-79.07396863896179
177,100,100,20,0,0.3,0.3,0.9,0.6148955184045611,1000,64,4,32,280.7769151883751,0,280.7769151883751,179,0,179,1.5572559812040703,1.445550778578968,0,100,100,2.79,54.966499999999996,36.251598815070935,26.580713541281114,9.018425453182203,13.733115686248823,-79.07396863896179
178,100,100,20,0,0.3,0.3,0.9,0.6151857839797402,1000,62,6,32,290.69613095850053,0,290.69613095850053,190,0,190,1.5547559812040705,1.4469507785789681,0,100,100,2.71,56.31283333333333,32.431814885058685,31.83921132821675,26.462220250403305,32.28728459461422,-79.07396863896179
179,100,100,20,0,0.3,0.3,0.9,0.6149575446587195,1000,62,6,32,290.6495460023347,0,290.6495460023347,184,0,184,1.5532559812040705,1.445850778578968,0,100,100,2.72,57.85433333333334,39.954505937513915,33.43904119938759,29.695313834377743,32.99724386124919,-79.07396863896179
180,100,100,20,0,0.3,0.3,0.9,0.6163618739235933,1000,61,7,32,298.4217786639335,0,298.4217786639335,190,0,190,1.5587559812040706,1.4526507785789684,0,100,100,2.73,53.34433333333333,41.683620199903714,40.1435519194269,29.449520464652977,35.5436362775213,-79.07396863896179
181,100,100,20,0,0.3,0.3,0.9,0.6175139391408236,1000,61,7,32,298.8476727701684,0,298.8476727701684,197,0,197,1.5602559812040706,1.4582507785789682,0,100,100,2.69,52.75716666666667,37.25657534489932,38.02772017079059,27.264965142744103,34.491082324527866,-79.07396863896179
182,100,100,20,0,0.3,0.3,0.9,0.6167714929015585,1000,62,6,32,279.3108768352017,0,279.3108768352017,185,0,185,1.5547559812040705,1.4546507785789684,0,100,100,2.76,59.13399999999999,33.54326605065725,25.219647950981255,18.590808146622464,19.796203250023183,-79.07396863896179
183,100,100,20,0,0.3,0.3,0.9,0.6172245248865116,1000,61,7,32,302.5501967603384,0,302.5501967603384,185,0,185,1.5562559812040706,1.4568507785789684,0,100,100,2.82,55.75183333333334,42.158467996803836,39.71130024384624,31.591432055273373,30.785245205518606,-79.07396863896179
184,100,100,20,0,0.3,0.3,0.9,0.618761041978532,1000,62,5,33,309.54973588869706,0,309.54973588869706,189,0,189,1.5557559812040707,1.4643507785789682,0,100,100,2.78,51.81316666666666,37.425369254558575,38.347487554126815,28.051190184593736,29.27240550042137,-79.07396863896179
185,100,100,20,0,0.3,0.3,0.9,0.6178156751253331,1000,62,5,33,329.3809436351805,0,329.3809436351805,187,0,187,1.5627559812040703,1.4597507785789685,0,100,100,2.73,56.374,27.58882225123085,32.22245688318492,17.713588885473058,19.893452278536046,-79.07396863896179
186,100,100,20,0,0.3,0.3,0.9,0.6172597576433151,1000,64,3,33,306.5361540300457,0,306.5361540300457,203,0,203,1.5512559812040707,1.4570507785789684,0,100,100,2.63,55.970666666666666,38.638511185185735,31.373522194582733,18.07492147362646,24.67776769920016,-79.07396863896179
187,100,100,20,0,0.3,0.3,0.9,0.6174038151894237,1000,63,5,32,294.6612038854787,0,294.6612038854787,181,0,181,1.5542559812040708,1.457750778578968,0,100,100,2.72,56.818000000000005,35.49584079524735,24.654950821575483,13.314085391157136,17.426310027674333,-79.07396863896179
188,100,100,20,0,0.3,0.3,0.9,0.6175272422843614,1000,63,5,32,297.6273170649495,0,297.6273170649495,186,0,186,1.5527559812040708,1.4583507785789687,0,100,100,2.74,57.75033333333333,36.4538085329485,42.697878367592665,34.64191133633034,38.1688868728061,-79.07396863896179
189,100,100,20,0,0.3,0.3,0.9,0.6175478120563691,1000,63,6,31,297.0961124950678,0,297.0961124950678,186,0,186,1.5522559812040706,1.458450778578968,0,100,100,2.71,55.85933333333333,34.23697904750267,22.08709968964618,13.021056492340108,17.761658204253337,-79.07396863896179
190,100,100,20,0,0.3,0.3,0.9,0.6178355126941075,1000,63,5,32,286.3655254735533,0,286.3655254735533,185,0,185,1.5577559812040704,1.4598507785789685,0,100,100,2.76,55.371,36.150864386953714,37.956019213295576,12.463499141531997,12.678213359020702,-79.07396863896179
191,100,100,20,0,0.3,0.3,0.9,0.6182254560472105,1000,63,5,32,301.52334756707234,0,301.52334756707234,191,0,191,1.5602559812040702,1.461750778578968,0,100,100,2.8,54.81983333333333,25.340644090169235,13.718401305702088,1.3530348679160795,-1.6658228710991807,-79.07396863896179
192,100,100,20,0,0.3,0.3,0.9,0.6170303607008566,1000,62,7,31,293.6295669722223,0,293.6295669722223,184,0,184,1.5607559812040706,1.455950778578968,0,100,100,2.66,57.14833333333334,27.871454158726237,31.044801360258987,19.885372201675636,26.37911363938059,-79.07396863896179
193,100,100,20,0,0.3,0.3,0.9,0.6165350219685533,1000,63,7,30,298.140967297508,0,298.140967297508,192,0,192,1.5592559812040707,1.4535507785789685,0,100,100,2.73,57.292333333333325,27.83625558386032,26.837328954013174,15.836571794681618,13.95713385582755,-79.07396863896179
194,100,100,20,0,0.3,0.3,0.9,0.6175634400545258,1000,63,6,31,281.82251043319474,0,281.82251043319474,186,0,186,1.5552559812040707,1.4585507785789684,0,100,100,2.79,55.5425,36.38414574663648,19.42484790644943,11.82137471690416,13.242591518971636,-79.07396863896179
195,100,100,20,0,0.3,0.3,0.9,0.6191185325002085,1000,62,8,30,273.968356314894,0,273.968356314894,190,0,190,1.5597559812040704,1.4661507785789687,0,100,100,2.78,53.584833333333336,30.32522963266112,28.26121950251371,3.532258566541202,9.912723658920385,-79.07396863896179
196,100,100,20,0,0.3,0.3,0.9,0.6201990987163176,1000,62,6,32,316.45101381189454,0,316.45101381189454,186,0,186,1.5652559812040703,1.4714507785789683,0,100,100,2.81,53.46783333333333,29.62532259601565,23.6542884887981,15.303817262227142,16.781850852194964,-79.07396863896179
197,100,100,20,0,0.3,0.3,0.9,0.6212555434916364,1000,61,6,33,327.5057664440433,0,327.5057664440433,199,0,199,1.5622559812040702,1.4766507785789686,0,100,100,2.78,53.75383333333333,28.422726277469422,30.291755871816463,12.85970387235534,12.236111281884746,-79.07396863896179
198,100,100,20,0,0.3,0.3,0.9,0.6205427854934272,1000,61,8,31,307.4697390881229,0,307.4697390881229,194,0,194,1.5652559812040703,1.4731507785789681,0,100,100,2.73,56.176333333333325,22.613242761979137,19.264793411509658,7.155580171999873,12.531568477235481,-79.07396863896179
199,100,100,20,0,0.3,0.3,0.9,0.6207666280070586,1000,61,7,32,321.4026524193218,0,321.4026524193218,189,0,189,1.5687559812040703,1.4742507785789685,0,100,100,2.74,56.532666666666664,24.433395349138777,4.872542357228639,-6.233007964000706,-2.6706155822529354,-79.07396863896179
200,100,100,20,0,0.3,0.3,0.9,0.6198071511243588,1000,62,8,30,307.5205086536233,0,307.5205086536233,181,0,181,1.5657559812040702,1.4695507785789683,0,100,100,2.77,56.92883333333333,31.956269970179278,36.84279962997829,27.62613934797531,32.03132528556435,-79.07396863896179
201,100,100,20,0,0.3,0.3,0.9,0.6200519240697437,1000,62,8,30,313.13736692311136,0,313.13736692311136,206,0,206,1.5667559812040703,1.4707507785789682,0,100,100,2.77,55.47883333333332,27.384191478825556,29.587044438524515,4.555220786145014,-3.2906652599872928,-79.07396863896179
202,100,100,20,0,0.3,0.3,0.9,0.6196229589207861,1000,62,8,30,284.0113278749231,0,284.0113278749231,182,0,182,1.5632559812040705,1.4686507785789684,0,100,100,2.76,54.67733333333334,30.241463260614694,19.860825159219843,7.7687271615818645,9.954203356125362,-79.07396863896179
203,100,100,20,0,0.3,0.3,0.9,0.6195820995328684,1000,62,7,31,280.58959469928624,0,280.58959469928624,184,0,184,1.5597559812040704,1.4684507785789682,0,100,100,2.74,58.504,26.309392461307425,29.018369320729676,20.48269975754181,23.337068585579004,-79.07396863896179
204,100,100,20,0,0.3,0.3,0.9,0.6187832197554561,1000,63,7,30,287.1876751821086,0,287.1876751821086,185,0,185,1.5562559812040706,1.4645507785789682,0,100,100,2.75,58.02016666666666,33.255019607022376,34.007790966017296,15.60597018761959,19.807973306213285,-79.07396863896179
205,100,100,20,0,0.3,0.3,0.9,0.6185987495225621,1000,63,7,30,310.8668316791112,0,310.8668316791112,195,0,195,1.5617559812040707,1.4636507785789683,0,100,100,2.77,55.01433333333333,39.7004281819807,30.169993122575846,15.30086256202631,17.58747650545547,-79.07396863896179
206,100,100,20,0,0.3,0.3,0.9,0.6178384499177492,1000,63,7,30,326.8513463517304,0,326.8513463517304,200,0,200,1.5622559812040706,1.4599507785789683,0,100,100,2.7,56.23233333333333,29.98866562052939,21.64957961538107,8.42586645669013,14.484347065122932,-79.07396863896179
207,100,100,20,0,0.3,0.3,0.9,0.6181258552458583,1000,63,6,31,283.75970523087784,0,283.75970523087784,191,0,191,1.5592559812040705,1.4613507785789681,0,100,100,2.74,54.622666666666674,30.54877498523993,31.365748301105754,10.26587067472218,9.999708508532166,-79.07396863896179
208,100,100,20,0,0.3,0.3,0.9,0.6177764566037417,1000,63,6,31,286.56258157355757,0,286.56258157355757,180,0,180,1.5587559812040706,1.4596507785789683,0,100,100,2.75,57.768499999999996,32.16237287428126,25.4056035615086,8.683333055199,14.063022734369923,-79.07396863896179
209,100,100,20,0,0.3,0.3,0.9,0.6177970080570722,1000,63,6,31,297.5886730669131,0,297.5886730669131,185,0,185,1.5617559812040702,1.4597507785789683,0,100,100,2.68,55.975500000000004,29.65735512057165,25.66700018298647,14.991469498422362,17.59640389298528,-79.07396863896179
210,100,100,20,0,0.3,0.3,0.9,0.6172617168494179,1000,62,6,32,306.01412228577396,0,306.01412228577396,185,0,185,1.5582559812040704,1.4571507785789684,0,100,100,2.71,55.87533333333333,34.94749018502114,36.659817058890496,20.602643235940576,25.854365038625843,-79.07396863896179
211,100,100,20,0,0.3,0.3,0.9,0.6163945161027881,1000,64,4,32,271.6144750565152,0,271.6144750565152,172,0,172,1.5527559812040708,1.4529507785789681,0,100,100,2.73,60.744,26.228488584384365,33.20266670896021,11.25068585075337,14.825017020906103,-79.07396863896179
212,100,100,20,0,0.3,0.3,0.9,0.6170948968180683,1000,64,4,32,296.5328141800449,0,296.5328141800449,189,0,189,1.5552559812040707,1.4563507785789682,0,100,100,2.71,56.26316666666666,35.57338634408495,21.272843734122546,8.02071347195593,13.604293865655137,-79.07396863896179
213,100,100,20,0,0.3,0.3,0.9,0.6191407920048307,1000,64,4,32,298.8729896728538,0,298.8729896728538,192,0,192,1.5582559812040706,1.4663507785789685,0,100,100,2.78,54.60483333333334,27.837158037152022,23.02411125954893,8.717253787692187,15.895333129748366,-79.07396863896179
214,100,100,20,0,0.3,0.3,0.9,0.6190794025895969,1000,63,4,33,294.5893456225042,0,294.5893456225042,187,0,187,1.5577559812040704,1.4660507785789683,0,100,100,2.8,55.75266666666666,29.054128109179032,29.575747785710064,19.579298870202052,24.709083164315103,-79.07396863896179
215,100,100,20,0,0.3,0.3,0.9,0.6195085138288456,1000,63,5,32,304.64650281814426,0,304.64650281814426,186,0,186,1.5572559812040703,1.4681507785789683,0,100,100,2.75,56.1775,37.169819577103084,11.103085414123939,-1.756078248312491,3.459194771602398,-79.07396863896179
216,100,100,20,0,0.3,0.3,0.9,0.6196106483881212,1000,63,5,32,279.650479519159,0,279.650479519159,183,0,183,1.5557559812040707,1.468650778578968,0,100,100,2.76,54.96666666666667,38.027910992885296,23.951708569872352,14.56228193616468,15.787085865054223,-79.07396863896179
217,100,100,20,0,0.3,0.3,0.9,0.6204864414008685,1000,63,4,33,308.14694942850264,0,308.14694942850264,185,0,185,1.5587559812040703,1.4729507785789684,0,100,100,2.73,55.2145,29.56288020380825,23.038977020077652,6.5467854497708515,12.873136793712575,-79.07396863896179
218,100,100,20,0,0.3,0.3,0.9,0.6210962178331602,1000,63,4,33,339.4671339145126,0,339.4671339145126,197,0,197,1.5562559812040706,1.4759507785789683,0,100,100,2.79,52.9195,37.442825354253074,38.5099275650862,25.2396507121299,31.163976571954294,-79.07396863896179
219,100,100,20,0,0.3,0.3,0.9,0.6219070556105842,1000,63,4,33,290.59635678154086,0,290.59635678154086,179,0,179,1.5567559812040703,1.4799507785789683,0,100,100,2.84,58.649333333333345,27.125565838327304,-8.476530511276025,-9.78919408710874,-3.2681660774191528,-79.07396863896179
220,100,100,20,0,0.3,0.3,0.9,0.6222917097257217,1000,63,4,33,293.128043608426,0,293.128043608426,182,0,182,1.5572559812040705,1.4818507785789685,0,100,100,2.73,57.812,34.82422101109353,4.625908651371617,8.038237066960932,14.837435305091475,-79.07396863896179
221,100,100,20,0,0.3,0.3,0.9,0.6227768029528171,1000,63,4,33,284.62145399901135,0,284.62145399901135,184,0,184,1.5557559812040707,1.484250778578968,0,100,100,2.7,55.203,30.377815891674118,24.1638469968278,16.64729686994133,23.99004845136986,-79.07396863896179
222,100,100,20,0,0.3,0.3,0.9,0.6226150180095852,1000,63,6,31,295.9367058876568,0,295.9367058876568,196,0,196,1.5592559812040707,1.4834507785789686,0,100,100,2.76,56.08666666666667,22.596244612247034,14.137632228040928,-1.509745294657364,-2.792060464881615,-79.07396863896179
223,100,100,20,0,0.3,0.3,0.9,0.6221288766764089,1000,63,6,31,282.64454591339273,0,282.64454591339273,183,0,183,1.5517559812040704,1.4810507785789682,0,100,100,2.75,57.13333333333333,30.199745729107235,33.923798801894065,21.433918798436906,23.616593015141945,-79.07396863896179
224,100,100,20,0,0.3,0.3,0.9,0.6222503627935173,1000,63,6,31,311.68960738240855,0,311.68960738240855,182,0,182,1.5567559812040703,1.4816507785789685,0,100,100,2.76,57.078,30.24818149272619,33.61953250933888,27.82239147135749,31.83362153938336,-79.07396863896179
225,100,100,20,0,0.3,0.3,0.9,0.6224729221101384,1000,62,7,31,310.2193484603933,0,310.2193484603933,185,0,185,1.5537559812040704,1.482750778578968,0,100,100,2.75,53.37649999999999,32.12196842443018,30.687524605189594,12.484352868512588,16.458902677838864,-79.07396863896179
226,100,100,20,0,0.3,0.3,0.9,0.6219865508997344,1000,62,6,32,279.86507760598244,0,279.86507760598244,182,0,182,1.5567559812040703,1.4803507785789682,0,100,100,2.78,55.80216666666667,31.031490105752994,12.949975343314037,5.735189939370798,9.99296210808481,-79.07396863896179
227,100,100,20,0,0.3,0.3,0.9,0.6226739978852563,1000,63,2,35,291.8236007096469,0,291.8236007096469,188,0,188,1.5607559812040706,1.483750778578968,0,100,100,2.75,56.50666666666666,26.41588822431848,16.707102287012674,6.366875529531114,10.935194664485323,-79.07396863896179
228,100,100,20,0,0.3,0.3,0.9,0.6224716712337827,1000,64,3,33,306.4419357586212,0,306.4419357586212,188,0,188,1.5522559812040704,1.4827507785789684,0,100,100,2.72,57.04933333333332,36.156374940246536,38.44329615228992,22.29141818980085,29.164141194568998,-79.07396863896179
229,100,100,20,0,0.3,0.3,0.9,0.6238813029857478,1000,62,4,34,312.7483441019208,0,312.7483441019208,190,0,190,1.5572559812040705,1.4897507785789679,0,100,100,2.7,55.77633333333333,34.37285624083259,22.993329676506335,13.997438573492332,20.74769075645895,-79.07396863896179
230,100,100,20,0,0.3,0.3,0.9,0.623841022385138,1000,63,4,33,299.9767755833662,0,299.9767755833662,187,0,187,1.5612559812040705,1.4895507785789681,0,100,100,2.76,56.39083333333333,38.069977773536436,16.362815105597207,-2.776285569694039,3.085219993275871,-79.07396863896179
231,100,100,20,0,0.3,0.3,0.9,0.6241830171772454,1000,61,5,34,283.06542576220147,0,283.06542576220147,180,0,180,1.5577559812040707,1.4912507785789684,0,100,100,2.78,57.330999999999996,29.218283525084843,17.560224288076597,-5.822455219948097,-2.1009393961442697,-79.07396863896179
232,100,100,20,0,0.3,0.3,0.9,0.6250455756530102,1000,62,5,33,295.08405412363885,0,295.08405412363885,195,0,195,1.5557559812040707,1.4955507785789681,0,100,100,2.71,53.845166666666664,42.63386232771359,29.437020099710026,12.833687814986263,17.076514699882722,-79.07396863896179
233,100,100,20,0,0.3,0.3,0.9,0.6244224395246043,1000,61,7,32,340.84422288649915,0,340.84422288649915,205,0,205,1.5582559812040706,1.492450778578968,0,100,100,2.74,57.8475,19.514863060932413,21.301104686866267,4.8577976636168785,5.290294178854623,-79.07396863896179
234,100,100,20,0,0.3,0.3,0.9,0.6239795610443599,1000,63,4,33,317.8378031912183,0,317.8378031912183,199,0,199,1.5602559812040704,1.490250778578968,0,100,100,2.65,55.028666666666666,34.165080606569006,30.17036811641418,23.13497705563728,28.576429982599365,-79.07396863896179
235,100,100,20,0,0.3,0.3,0.9,0.6235158360274216,1000,62,4,34,301.44826005684007,0,301.44826005684007,183,0,183,1.5592559812040705,1.487950778578968,0,100,100,2.72,56.96633333333333,25.482950561275885,19.195566822198828,8.01374602651319,10.982513685722012,-79.07396863896179
236,100,100,20,0,0.3,0.3,0.9,0.6248206632107258,1000,62,4,34,307.4776110601291,0,307.4776110601291,194,0,194,1.5652559812040703,1.494450778578968,0,100,100,2.79,54.905833333333334,44.805523859195205,45.111750897522256,39.85540728182798,40.91251749488967,-79.07396863896179
237,100,100,20,0,0.3,0.3,0.9,0.6239751679302593,1000,62,4,34,308.32374025269854,0,308.32374025269854,185,0,185,1.5662559812040704,1.490250778578968,0,100,100,2.78,56.67016666666667,35.32698199850202,39.089589592247705,20.61319619600917,24.9913783280397,-79.07396863896179
238,100,100,20,0,0.3,0.3,0.9,0.623127283040885,1000,63,4,33,300.912665108553,0,300.912665108553,193,0,193,1.5642559812040706,1.486050778578968,0,100,100,2.75,57.15083333333333,40.30953102361667,39.17867713285534,24.331439497896156,28.802334406070173,-79.07396863896179
239,100,100,20,0,0.3,0.3,0.9,0.6243937413207539,1000,62,4,34,313.00053626823643,0,313.00053626823643,195,0,195,1.5647559812040703,1.492350778578968,0,100,100,2.68,53.29916666666666,39.80335785292135,38.33076063184569,22.822036310013743,23.836426333703287,-79.07396863896179
240,100,100,20,0,0.3,0.3,0.9,0.6247752033940359,1000,63,2,35,301.9633506713637,0,301.9633506713637,189,0,189,1.5652559812040705,1.494250778578968,0,100,100,2.71,54.94683333333333,46.31414899391888,28.059323776135358,16.019101820113605,19.370312174490067,-79.07396863896179
241,100,100,20,0,0.3,0.3,0.9,0.6250760556526104,1000,62,4,34,291.6796285868122,0,291.6796285868122,175,0,175,1.5617559812040707,1.4957507785789679,0,100,100,2.78,56.6675,45.910601526208865,37.99690823173185,24.160655329566538,29.13362709125704,-79.07396863896179
242,100,100,20,0,0.3,0.3,0.9,0.6251362140384678,1000,62,4,34,298.31665167414235,0,298.31665167414235,195,0,195,1.5657559812040707,1.496050778578968,0,100,100,2.74,56.28833333333334,32.12858575160209,22.50516489543793,15.331987286509474,19.234867328422013,-79.07396863896179
243,100,100,20,0,0.3,0.3,0.9,0.6256766641330245,1000,62,4,34,318.9593496985936,0,318.9593496985936,191,0,191,1.5647559812040703,1.4987507785789678,0,100,100,2.73,54.77933333333333,40.14525933697064,32.63851816130469,23.193434400146515,18.854119755355384,-79.07396863896179
244,100,100,20,0,0.3,0.3,0.9,0.624551526588912,1000,63,3,34,282.0558860126776,0,282.0558860126776,181,0,181,1.5682559812040704,1.493150778578968,0,100,100,2.79,57.599000000000004,27.55214250804744,14.419454733083796,-8.367057449999834,-8.219696407632057,-79.07396863896179
245,100,100,20,0,0.3,0.3,0.9,0.6248325474856388,1000,64,3,33,303.57841009991535,0,303.57841009991535,198,0,198,1.5692559812040705,1.494550778578968,0,100,100,2.73,55.88966666666667,32.07203696763162,20.669563691459842,17.11455020493645,7.793144486987529,-79.07396863896179
246,100,100,20,0,0.3,0.3,0.9,0.6251255968675052,1000,64,3,33,303.1357671702855,0,303.1357671702855,188,0,188,1.5657559812040707,1.4960121300121838,0,100,100,2.75,55.528499999999994,28.966201889527667,17.45538914768983,6.155593750126201,12.060462485631547,-79.07396863896179
247,100,100,20,0,0.3,0.3,0.9,0.6254060807714232,1000,62,5,33,292.314026458587,0,292.314026458587,184,0,184,1.5682559812040708,1.4974121300121839,0,100,100,2.78,55.39916666666667,33.08798105398023,32.46849886237905,25.556107937623693,30.29804052747079,-79.07396863896179
248,100,100,20,0,0.3,0.3,0.9,0.6253259211003062,1000,64,2,34,288.98991898351926,0,288.98991898351926,188,0,188,1.5662559812040704,1.4970121300121835,0,100,100,2.75,56.556333333333335,34.104331094888636,36.70404225035176,19.08981628798449,20.389752790415713,-79.07396863896179
249,100,100,20,0,0.3,0.3,0.9,0.6264240819517508,1000,63,3,34,283.78035946423444,0,283.78035946423444,196,0,196,1.5677559812040704,1.5025121300121835,0,100,100,2.71,54.77516666666667,38.95594284117627,33.655464237291824,27.702652345709225,32.414825106836076,-79.07396863896179
250,100,100,20,0,0.3,0.3,0.9,0.6262642643707355,1000,62,4,34,283.9203857617331,0,283.9203857617331,183,0,183,1.5657559812040707,1.5017121300121838,0,100,100,2.78,56.61,35.29264396698835,29.30420667134078,16.336702914867715,22.031445127014536,-79.07396863896179
251,100,100,20,0,0.3,0.3,0.9,0.6261643451141552,1000,62,5,33,296.65924695955977,0,296.65924695955977,188,0,188,1.5687559812040708,1.5012121300121837,0,100,100,2.75,55.28799999999999,30.65667212838119,31.424662594847547,13.787180527336375,17.533411923073714,-79.07396863896179
252,100,100,20,0,0.3,0.3,0.9,0.627477506058141,1000,62,4,34,307.90732608556334,0,307.90732608556334,192,0,192,1.5752559812040705,1.5078121300121838,0,100,100,2.7,52.66516666666667,32.38061029559009,29.745039084317625,15.723940229376495,17.284061694969523,-79.07396863896179
253,100,100,20,0,0.3,0.3,0.9,0.6270790499771721,1000,62,4,34,305.3258293430318,0,305.3258293430318,185,0,185,1.5737559812040705,1.5058121300121838,0,100,100,2.74,57.27633333333333,31.44828487044026,32.06230465990336,24.337164466416112,28.043155644253858,-79.07396863896179
254,100,100,20,0,0.3,0.3,0.9,0.6267000384720282,1000,62,4,34,332.9729205374664,0,332.9729205374664,207,0,207,1.5732559812040705,1.5039121300121834,0,100,100,2.76,55.86,37.411638894487425,34.560075942656596,24.16923420644295,25.626737370105047,-79.07396863896179
255,100,100,20,0,0.3,0.3,0.9,0.626998959937472,1000,62,4,34,359.21464114476026,0,359.21464114476026,209,0,209,1.5817559812040707,1.5054121300121839,0,100,100,2.72,53.5775,39.90920013525712,28.975082035600792,21.76497594834524,26.317989065184435,-79.07396863896179
256,100,100,20,0,0.3,0.3,0.9,0.6258511505011667,1000,63,4,33,297.8208261438418,0,297.8208261438418,191,0,191,1.5842559812040704,1.4996743288586876,0,100,100,2.69,57.466166666666666,32.46208134035743,30.954011922506254,25.85078340428842,31.81316503292726,-79.07396863896179
257,100,100,20,0,0.3,0.3,0.9,0.6251291262499464,1000,63,4,33,293.13761727528566,0,293.13761727528566,185,0,185,1.5817559812040705,1.4960736573180364,0,100,100,2.73,59.34916666666667,26.99749146423261,19.984841579876843,0.8408158485674448,6.8853314269084365,-79.07396863896179
258,100,100,20,0,0.3,0.3,0.9,0.6253094901452495,1000,63,3,34,330.55894381208213,0,330.55894381208213,196,0,196,1.5812559812040705,1.4969736573180363,0,100,100,2.69,54.87883333333333,42.10945194444656,38.18128611158215,28.03297019017552,31.488567552462115,-79.07396863896179
259,100,100,20,0,0.3,0.3,0.9,0.6244251116802216,1000,63,4,33,299.9922610026398,0,299.9922610026398,192,0,192,1.5782559812040706,1.4925736573180364,0,100,100,2.77,57.71866666666667,39.918836413598655,36.57311442648367,25.763763657765622,28.87201183669589,-79.07396863896179
260,100,100,20,0,0.3,0.3,0.9,0.6238410911494657,1000,63,4,33,302.5258823482885,0,302.5258823482885,196,0,196,1.5812559812040703,1.4896736573180362,0,100,100,2.72,55.03916666666666,40.47071957693032,42.16955871375072,14.37110661223332,13.469907792582347,-79.07396863896179
261,100,100,20,0,0.3,0.3,0.9,0.6237605149575682,1000,63,3,34,301.4373864882044,0,301.4373864882044,182,0,182,1.5782559812040706,1.4892736573180363,0,100,100,2.76,54.89283333333333,35.329917967202874,36.30971781135358,23.31130287911327,26.43746657585376,-79.07396863896179
262,100,100,20,0,0.3,0.3,0.9,0.623357092226958,1000,63,3,34,311.9007701767434,0,311.9007701767434,202,0,202,1.5817559812040707,1.4872736573180365,0,100,100,2.72,57.206833333333336,37.46030475261401,36.94255331915261,25.146318642305005,31.97537945478001,-79.07396863896179
263,100,100,20,0,0.3,0.3,0.9,0.6236794835847744,1000,63,2,35,306.95836858902805,0,306.95836858902805,198,0,198,1.5847559812040708,1.4888736573180361,0,100,100,2.74,55.7845,40.684311408141525,41.84957145959115,24.14667969672567,31.025982825893834,-79.07396863896179
264,100,100,20,0,0.3,0.3,0.9,0.6244432138177098,1000,63,3,34,319.7791647666608,0,319.7791647666608,201,0,201,1.5822559812040706,1.4926736573180364,0,100,100,2.75,55.4225,47.28664989495712,49.75584297617209,40.296365439192385,42.10348312868891,-79.07396863896179
265,100,100,20,0,0.3,0.3,0.9,0.6253648890193372,1000,63,3,34,324.3557004093406,0,324.3557004093406,203,0,203,1.587755981204071,1.497273657318036,0,100,100,2.7,54.842,45.344542586826975,39.56353663643293,24.51536802264772,20.040486903784227,-79.07396863896179
266,100,100,20,0,0.3,0.3,0.9,0.6255851278084993,1000,64,2,34,302.6540422137119,0,302.6540422137119,188,0,188,1.5902559812040704,1.4983736573180364,0,100,100,2.76,55.76333333333334,34.92940093880995,35.373896759352874,23.93302080344128,28.431155991683823,-79.07396863896179
267,100,100,20,0,0.3,0.3,0.9,0.6243588111801611,1000,64,2,34,287.5428556569374,0,287.5428556569374,178,0,178,1.5817559812040707,1.4922736573180362,0,100,100,2.79,57.92799999999999,29.600668311262012,23.98354965558218,14.358629415072215,14.632729855031556,-79.07396863896179
